block_id,mode,line_group,block_number,asset_class_new,depot_code,service_day,prev_trip_id,next_trip_id,prev_route_short_name,next_route_short_name,prev_trip_end_stop_code,next_trip_start_stop_code,prev_trip_end_stop_name,next_trip_start_stop_name,stop_code,candidate_name,start_sec,end_sec,event_type,soc_start_pct,soc_end_pct,charged_kwh,duration_sec,duration_min,start_dt,end_dt,assigned,dispenser_idx,reject_reason,installed_dispensers
2160376,heavy,100.0,3.0,40-ft,HTC,MF,14841973,14842126,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,40890,41550,in_service_layover,62.318579179263025,69.8980495140793,42.74821268836382,660,11.0,11:21:30,11:32:30,True,4,,7
2162187,heavy,410.0,3.0,40-ft,HTC,MF,14873204,14873384,410,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,41070,41970,in_service_layover,49.651531617106855,61.27690409924487,65.56710079925841,900,15.0,11:24:30,11:39:30,True,3,,7
2160374,heavy,100.0,8.0,40-ft,HTC,MF,14842017,14842125,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,41850,42450,in_service_layover,66.161130878852,72.62035881901757,36.43004558253381,600,10.0,11:37:30,11:47:30,True,7,,7
2162641,heavy,701.0,10.0,40-ft,PCT,MF,14850660,14850616,155,155,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,41910,42210,in_service_layover,69.66105683577155,72.86266925304166,18.057094033403473,300,5.0,11:38:30,11:43:30,True,6,,7
2160451,heavy,388.0,1.0,40-ft,HTC,MF,14843597,14843623,104,104,58322,53497,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 3,58322,22nd Street Station,41970,42210,in_service_layover,59.529004790626104,62.63113098360673,17.49599172841073,240,4.0,11:39:30,11:43:30,True,1,,7
2160453,heavy,410.0,15.0,40-ft,HTC,MF,14873288,14873385,410,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,42030,42870,in_service_layover,48.251364912748045,59.15847315885713,61.51609050805524,840,14.0,11:40:30,11:54:30,True,2,,7
2160653,heavy,151.0,5.0,40-ft,PCT,MF,14846500,14846454,128,128,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,42090,42510,in_service_layover,67.53601962946712,72.10667410052325,25.778491216756606,420,7.0,11:41:30,11:48:30,True,5,,7
2160470,heavy,388.0,2.0,40-ft,HTC,MF,14870653,14870629,388,388,58322,56919,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 7,58322,22nd Street Station,42270,42630,in_service_layover,60.80691251036308,65.28159956636568,25.23723499585475,360,6.0,11:44:30,11:50:30,True,4,,7
2160367,heavy,100.0,4.0,40-ft,HTC,MF,14842007,14842164,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,42750,43290,in_service_layover,66.21068477998274,72.09583881648963,33.19226876589886,540,9.0,11:52:30,12:01:30,True,3,,7
2160456,heavy,410.0,30.0,40-ft,HTC,MF,14873205,14873386,410,410,58322,52230,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 4,58322,22nd Street Station,42930,43830,in_service_layover,54.80880284677057,66.02621921034246,63.266228290545484,900,15.0,11:55:30,12:10:30,True,1,,7
2160648,heavy,151.0,13.0,40-ft,PCT,MF,14846530,14846453,128,128,58322,52183,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 8,58322,22nd Street Station,43290,43710,in_service_layover,67.123800712846,71.73437991539816,26.003666702394128,420,7.0,12:01:30,12:08:30,True,6,,7
2160377,heavy,100.0,5.0,40-ft,HTC,MF,14841988,14842112,100,100,58322,55933,22nd Street Station @ Unloading Only,22nd Street Station @ Bay 6,58322,22nd Street Station,43650,44250,in_service_layover,68.22888490925777,74.39687657798714,34.78747301163361,600,10.0,12:07:30,12:17:30,True,7,,7
