dist_km,soc_pct,net_energy_kwh,phase,cum_used_kwh,cum_charged_kwh,charge_kwh,charge_duration_sec,block_id,mode,stop_code,candidate_name,event_type,start_sec,end_sec
46.0,77.30798516868913,436.0170363514067,drive,71.5829636485933,0.0,0.0,0.0,2159731,heavy,,,,,
64.0,72.37459441421836,408.1927124961916,drive,99.40728750380848,0.0,0.0,0.0,2159731,heavy,,,,,
75.5,69.72033294932156,393.2226778341736,drive,114.37732216582643,0.0,0.0,0.0,2159731,heavy,,,,,
75.5,76.16935419076934,429.595157635939,charge,114.37732216582643,36.372479801765394,36.372479801765394,660.0,2159731,heavy,51695,Kootenay Loop,in_service_layover,30390.0,31050.0
87.5,72.82779770358182,410.74877904820147,drive,133.22370075356395,36.372479801765394,0.0,0.0,2159731,heavy,,,,,
104.0,68.16031021010836,384.4241495850112,drive,159.5483302167542,36.372479801765394,0.0,0.0,2159731,heavy,,,,,
124.0,64.93204628093116,366.2167410244517,drive,177.75573877731372,36.372479801765394,0.0,0.0,2159731,heavy,,,,,
0.0,90.0,507.6,start,0.0,0.0,0.0,0.0,2159900,heavy,,,,,
19.0,86.02518677475601,485.1820534096239,drive,22.41794659037611,0.0,0.0,0.0,2159900,heavy,,,,,
44.5,80.19580528268243,452.30434179432893,drive,55.29565820567108,0.0,0.0,0.0,2159900,heavy,,,,,
73.0,73.04663179762855,411.983003338625,drive,95.61699666137503,0.0,0.0,0.0,2159900,heavy,,,,,
101.5,67.15017575258926,378.7269912446035,drive,128.87300875539654,0.0,0.0,0.0,2159900,heavy,,,,,
124.5,61.234179425132375,345.3607719577466,drive,162.23922804225344,0.0,0.0,0.0,2159900,heavy,,,,,
146.5,55.337723380093095,312.10475986372506,drive,195.49524013627496,0.0,0.0,0.0,2159900,heavy,,,,,
165.0,49.418177867251124,278.7185231712964,drive,228.88147682870365,0.0,0.0,0.0,2159900,heavy,,,,,
185.5,43.52172182221185,245.46251107727483,drive,262.1374889227252,0.0,0.0,0.0,2159900,heavy,,,,,
